OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE
Ambassador West W5,mineral deposit,WA,Uranium,123.7788,-30.0141
Ashburton River Sand / Hanson,mineral deposit,WA,Sand - undifferentiated,117.5706,-23.6262
Shogun Pit 2,mineral deposit,WA,Uranium,123.658,-29.9461
Shogun Pit 3,mineral deposit,WA,Uranium,123.6424,-29.93
Emperor Pit 1,mineral deposit,WA,Uranium,123.6008,-29.9049
Emperor Pit 3,mineral deposit,WA,Uranium,123.5945,-29.895
Emperor Pit 4,mineral deposit,WA,Uranium,123.5809,-29.9077
Emperor South Pit 1,mineral deposit,WA,Uranium,123.5701,-29.9213
Tarmoola West Waste Dumps,mineral deposit,WA,Aggregate - undifferentiated,121.1512,-28.6761
Beechworth,mineral deposit,VIC,Granite,146.6524,-36.3639
Yackandandah,mineral deposit,VIC,Granite,146.8753,-36.3837
Borinda Shaft,mineral deposit,VIC,Fluorite,145.7517,-36.3521
Mount Major,mineral deposit,VIC,"Iron, Manganese ore",145.7105,-36.3651
Ascot Hills,mineral deposit,VIC,Talc,145.64,-36.3787
Dookie,mineral deposit,VIC,Talc,145.6846,-36.3143
Dookie Barite Occurrence,mineral deposit,VIC,Barite,145.7055,-36.3618
Miamup Road Cowaramup Lot 251 / Leiper,mineral deposit,WA,Gravel,115.0832,-33.82
Elliots,mineral deposit,VIC,"Tin, Talc",147.2783,-36.5119
Gabanintha North - North Pit / Tech Metals,mineral deposit,WA,"Vanadium, Titanium, Iron",118.6259,-26.9277
Springdale Resource Group,mineral deposit,WA,Graphite,120.3748,-33.8938
Clayton Road Lot 228 Minigin,mineral deposit,WA,Gravel,117.1131,-32.9344
Williams-Kondinin Road Lot 182 Dumberning,mineral deposit,WA,Gravel,117.1394,-32.95
Williams-Kondinin Road Lot R12088 Minigin,mineral deposit,WA,Gravel,117.0862,-32.9717
Williams-Kondinin Road Lot R 12089 Minigin,mineral deposit,WA,Gravel,117.0987,-32.9677
Williams-Kondinin Road Lot R 12090 Minigin,mineral deposit,WA,Gravel,117.1033,-32.9657
Palmer Street Lot 696 Narrogin,mineral deposit,WA,Aggregate - undifferentiated,117.1926,-32.9416
Shark Bay Salt Environmental Group,mineral deposit,WA,Salt,113.4026,-26.1302
Wattleup Road Wattleup / Hanson,mineral deposit,WA,"Sand - undifferentiated, Sand - construction, Limesand, Limestone",115.8163,-32.1779
Wemen -BeMaX,mineral deposit,VIC,"Ilmenite, Rutile, Zircon, Leucoxene",142.696,-34.8148
Wemen - Resource,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.696,-34.8148
Ouyen - Galileo,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.428,-34.9608
Woolshed Swamp,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.6664,-36.21
Karkarooc West,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.318,-36.1151
Karkarooc East,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.332,-36.151
Vivash / FMG,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.0195,-22.6972
Eliwana Operating Properties Resources Group,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.9417,-22.4958
Williams-Kondinin Road Lot 149 Narrogin Valley,mineral deposit,WA,Gravel,117.1952,-32.9316
White Road Lot 762 Narrogin,mineral deposit,WA,Gravel,117.1556,-32.9278
Barnes Rd Lot 203 Minigin,mineral deposit,WA,"Aggregate - undifferentiated, Dolerite",117.0868,-32.9565
Stanley Rd Lot 43 Wellesley / Oasis,mineral deposit,WA,Sand - undifferentiated,115.7584,-33.2455
Eastone Green Stone,mineral deposit,WA,"Chromium, Ornamental stone, Aggregate - decorative",116.7688,-20.8267
Newman / Boral,mineral deposit,WA,"Aggregate - undifferentiated, Granite",119.7593,-23.6206
Lower Smoke Creek Area A Alluvial Deposit,mineral deposit,WA,Diamond - undifferentiated,128.5167,-16.5426
Lower Smoke Creek Area B Alluvial Deposit,mineral deposit,WA,Diamond - undifferentiated,128.5219,-16.5464
Lower Smoke Creek Area C Alluvial Deposit,mineral deposit,WA,Diamond - undifferentiated,128.5339,-16.5392
Lower Smoke Creek Area D Alluvial Deposit,mineral deposit,WA,Diamond - undifferentiated,128.5303,-16.529
Ouyen - Mercury,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.4209,-34.9652
Ouyen - Titan,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.4132,-34.969
Gowne,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.2865,-35.3326
Kuta,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.0463,-35.1353
Kulwin,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.6354,-35.0622
Woornack,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.4896,-35.1886
Rownack,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.4699,-35.1686
Walwa,mineral deposit,VIC,Barite,147.7884,-35.9928
Tallangatta Porphyry,mineral deposit,VIC,Granite,147.5042,-36.3083
Baryte Reef,mineral deposit,VIC,"Barite, Iron",147.915,-36.3384
Barradale Sand 2,mineral deposit,WA,Sand - undifferentiated,114.9545,-22.8859
Lake Way saline water/process liquor Pond 1,mineral deposit,WA,Potassium,120.3366,-26.7892
Sandy Ridge Borrow Pit 1 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3212,-31.2023
Sandy Ridge Borrow Pit 2 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3101,-31.1626
Sandy Ridge Borrow Pit 3 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2955,-31.0622
Sandy Ridge Borrow Pit 4 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3031,-30.982
Sandy Ridge Borrow Pit 11 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.313,-30.9644
Sandy Ridge Borrow Pit 5 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3375,-30.8696
Sandy Ridge Borrow Pit 6 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.316,-30.7955
Sandy Ridge Borrow Pit 12 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2973,-30.7743
Sandy Ridge Borrow Pit 7 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2726,-30.7599
Sandy Ridge Borrow Pit 13 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2567,-30.7341
Sandy Ridge Borrow Pit 8 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2523,-30.6483
Sandy Ridge Borrow Pit 14 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2118,-30.5903
Sandy Ridge Borrow Pit 9 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.1884,-30.5317
Sandy Ridge Borrow Pit 10 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.1751,-30.499
Chichester Quarry / Archipelago,mineral deposit,WA,"Aggregate - undifferentiated, Granite, Basalt",118.8458,-21.9875
Mt Deverell South,mineral deposit,WA,"Variscite, Phosphate, Ornamental stone",118.1999,-25.0019
B Plant Sand Pit,mineral deposit,WA,Sand - undifferentiated,115.535,-33.5716
Capel Mine North Extension (CMNE) Sand Pit,mineral deposit,WA,Sand - undifferentiated,115.5455,-33.5628
Bulls Eye Sand,mineral deposit,WA,Sand - undifferentiated,121.3042,-31.1963
Bulls Eye Gravel,mineral deposit,WA,Gravel,121.2953,-31.1937
Eramurra Salt,mineral deposit,WA,Salt,116.3007,-20.92
Penders Reward,mineral deposit,VIC,Lead,148.0622,-36.837
Cadoux Kaolin / FYI,mineral deposit,WA,"Aluminium, Iron, Potassium, Titanium, Kaolin, Alumina",117.193,-30.6772
Lake Don North 1,mineral deposit,WA,Sand - undifferentiated,117.6759,-34.7115
Lake Don North 2,mineral deposit,WA,Sand - undifferentiated,117.6721,-34.7106
Military Road Lot 130 Muckenburra / Rocla,mineral deposit,WA,Sand - undifferentiated,115.6997,-31.3399
Watheroo Clays Lake A2,mineral deposit,WA,"Saponite, Bentonite",115.9757,-30.1135
Collie / Premier Resource Group,mineral deposit,WA,"Coal - undifferentiated, Shale",116.3,-33.3863
Mt Regal Central / Archipelago-Spinifex,mineral deposit,WA,"Aggregate - undifferentiated, Aggregate - marine, Basalt",116.7508,-20.81
Desdemona Environmental Group,mineral deposit,WA,Gravel,121.3583,-29.0971
Fitzroy South Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Granite",125.7908,-18.4063
Dowerin Gravel / Wheeldon Vale,mineral deposit,WA,Gravel,116.9998,-31.1816
Kununurra 3 Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Aggregate - undifferentiated, Bush rock, Gravel",128.6904,-15.7788
Kununurra 4 Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Gravel, Aggregate - undifferentiated, Bush rock",128.7004,-15.7556
Lake Boga - Quarry Strandline,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.5716,-35.5098
Radio Hill Stage 1 (New)  - Woodie Woodie,mineral deposit,WA,"Aluminium, Iron, Lead, Phosphorus, Unspecified/Unknown, Manganese",121.2257,-21.5752
Coondarrie North M15/1857 / Scorpion,mineral deposit,WA,"Gravel, Sand - undifferentiated, Bush rock",120.9484,-30.9174
Coondarrie South M15/1857 / Scorpion,mineral deposit,WA,"Gravel, Sand - undifferentiated, Bush rock",120.9429,-30.9218
Rowes Road Lot 3 Yatharoo \ JAV Brown,mineral deposit,WA,Gravel,115.7751,-30.8979
Lake Wells Central Trial Evaporation Ponds / AP,mineral deposit,WA,Potassium,123.0077,-27.2592
Lake Wells Central Borrow Pit / AP,mineral deposit,WA,Potassium,123.0099,-27.2597
Buckland Satellites Resource Group,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",116.2117,-21.7716
Maitland River Magnetite Resources Group,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Magnetite",116.3787,-20.947
Roebuck Plains South Sand 2 / McCorry Brown,mineral deposit,WA,Sand - undifferentiated,122.6236,-18.0136
Lake Boga - Quarry East Strandline,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.5759,-35.5079
Birne,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.0681,-35.9283
Goschen South,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.208,-35.951
Goschen Central,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.3754,-35.8492
Lake Boga - Volpaia Strandline,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.4885,-35.6026
Goschen North,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",143.4434,-35.6089
Lake Boga - Bulga Road Strandline,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.4977,-35.5096
Dunkirk,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.023,-35.9885
Scarborough,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.0283,-35.9049
Miami,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.1287,-35.9746
Longbeach,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.1704,-35.9233
Newport,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.2358,-35.837
Sealake,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.0241,-35.5004
Tyrrell Ridge West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7532,-35.7355
Roselyn East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7502,-35.9517
Roselyn West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7652,-35.9954
Curyo,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7159,-35.748
Unnamed Flourite Occurrence,mineral deposit,VIC,Fluorite,146.2306,-36.3972
Granite Quarry,mineral deposit,VIC,Granite,146.2373,-36.3903
Unnamed Flourite Occurrence,mineral deposit,VIC,Fluorite,146.1898,-36.3689
Mount William Manganese Occurence,mineral deposit,VIC,Manganese ore,144.7967,-37.2584
Lake Wells Potash Environmental Group,mineral deposit,WA,Potassium,123.0077,-27.2592
Topvar Southwest,mineral deposit,WA,Manganese,121.2298,-21.604
Jindong-Treeton Road Lot 2648 Kaloorup / Vasse (NEW),mineral deposit,WA,"Gravel, Sand - undifferentiated",115.2119,-33.7848
Jindong-Treeton Road Lot 4202 Kaloorup 2 / Leeuwin,mineral deposit,WA,Sand - undifferentiated,115.199,-33.7791
Jindong-Treeton Road Lot 4202 Kaloorup 4 / Leeuwin,mineral deposit,WA,Sand - undifferentiated,115.1953,-33.7689
Jindong-Treeton Road Lot 4202 Kaloorup 3 / Leeuwin,mineral deposit,WA,Sand - undifferentiated,115.1915,-33.7744
Wandena Road Lot 203 / Swan,mineral deposit,WA,Gravel,116.0168,-31.5987
Morangup Rd - Englands South,mineral deposit,WA,Clay - brick,116.3426,-31.609
Sandy Ridge Borrow Pit 2C / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3169,-31.1498
Sandy Ridge Borrow Pit 3C / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2944,-31.062
Sandy Ridge Borrow Pit 4C / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3023,-30.9802
Sandy Ridge Borrow Pit 6C / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3176,-30.7953
Lake Way North Lakebed Resource Group,mineral deposit,WA,Potassium,120.3589,-26.8131
Lake Way South Potash,mineral deposit,WA,Potassium,120.4961,-26.8762
Lake Way South Paleochannel Borefield,mineral deposit,WA,Potassium,120.5079,-26.8552
Lake Way Lower Lakebed Potash,mineral deposit,WA,Potassium,120.4164,-26.811
Springhill Rd Lot 8 Parkfield / Catalano,mineral deposit,WA,Limestone,115.7058,-33.1652
Ledge Point Northwest / Adelaide Brighton,mineral deposit,WA,Limesand,115.3613,-31.0769
Extension Environmental Group,mineral deposit,WA,Iron,119.0501,-22.6967
Baryte Reef,mineral deposit,VIC,"Barite, Iron",147.9181,-36.3365
You Yangs,mineral deposit,VIC,"Granite, Gravel, Sand - undifferentiated",144.3676,-37.8977
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.443,-37.7144
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.445,-37.7135
Acheron River,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",145.7194,-37.6388
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.078,-37.6636
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.0772,-37.6656
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.0752,-37.6676
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.2351,-37.5882
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.2427,-37.5853
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.2324,-37.5978
Unknown,mineral deposit,VIC,Granite,144.0186,-36.9646
Basalt Quarry,mineral deposit,VIC,Basalt,144.1001,-37.5553
Basalt Quarry,mineral deposit,VIC,Basalt,144.0979,-37.5549
Unknown,mineral deposit,VIC,Granite,144.2932,-36.9758
Unknown,mineral deposit,VIC,Granite,144.2926,-36.9807
Unknown,mineral deposit,VIC,Granite,144.3034,-36.9792
Unknown,mineral deposit,VIC,Granite,144.3035,-36.9862
Unnamed,mineral deposit,VIC,Basalt,144.1219,-37.2821
Unnamed,mineral deposit,VIC,Basalt,144.1964,-37.3165
Unnamed,mineral deposit,VIC,Basalt,144.179,-37.329
Unnamed,mineral deposit,VIC,Basalt,144.1249,-37.3022
Unnamed,mineral deposit,VIC,Basalt,144.1375,-37.3121
Unnamed,mineral deposit,VIC,Basalt,144.1992,-37.3638
Unnamed Quarry,mineral deposit,VIC,Basalt,144.1084,-37.5963
WIM 050 Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Zircon",141.8897,-37.0695
Mount Taylor,mineral deposit,VIC,Granite,147.5684,-37.6967
Australian Granite Pty Ltd,mineral deposit,VIC,Granite,144.2847,-37.0099
Howard,mineral deposit,VIC,Granite,144.2932,-37.0254
B. M. Barret,mineral deposit,VIC,Basalt,144.3505,-37.2826
Tylden Quarries,mineral deposit,VIC,Basalt,144.421,-37.331
Malmsbury,mineral deposit,VIC,Basalt,144.4206,-37.1796
Unnamed,mineral deposit,VIC,Magnesium,144.0373,-37.0148
Unnamed,mineral deposit,VIC,Basalt,144.1956,-37.3942
Martin Brothers,mineral deposit,VIC,Barite,143.4233,-37.3758
Douglas - Toolondo,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.89,-37.0683
Douglas - Bondi East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.8246,-37.0517
Douglas - Bondi Main,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.7768,-37.1061
Douglas - Bondi West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.7504,-37.144
Douglas - Acapulco South,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.6935,-37.1066
Montrose,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",141.6447,-37.0537
Poolaijelo,mineral deposit,VIC,Granite,141.1276,-37.26
Baileys Rocks Quarry,mineral deposit,VIC,Granite,141.184,-37.2816
Dergholm,mineral deposit,VIC,Granite,141.1437,-37.3947
Wando Vale,mineral deposit,VIC,Granite,141.4572,-37.4917
Douglas - Ferengi,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.3288,-37.1028
Douglas - Chetwynd Dune,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.3408,-37.2614
Douglas - Chetwynd West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.3544,-37.264
Douglas - Chetwynd East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.3873,-37.3135
Unnamed,mineral deposit,VIC,Granite,144.287,-36.999
Unnamed,mineral deposit,VIC,Granite,144.2861,-37.0036
Unnamed,mineral deposit,VIC,Granite,144.297,-36.9985
Unnamed,mineral deposit,VIC,Granite,144.307,-37.0027
Unnamed,mineral deposit,VIC,Granite,144.3071,-37.0044
Oliver,mineral deposit,VIC,Granite,144.3171,-37.016
WA351,mineral deposit,VIC,Basalt,141.5006,-37.213
Unnamed,mineral deposit,VIC,Granite,143.6945,-37.3572
Various Parties-Ararat,mineral deposit,VIC,Magnesium,142.9415,-37.2811
"Simpson, J. and Co.",mineral deposit,VIC,Tungsten,142.7784,-37.0583
CAPE FLATTERY SILICA MINE,OPERATING MINE,QLD,Silica sand,145.2722,-14.988
OOTANN,OPERATING MINE,QLD,"Limestone, Agricultural Lime, Aggregate - undifferentiated, Road metal",144.6418,-17.435
CEMENT MILLS,OPERATING MINE,QLD,Limestone,151.4983,-28.3376
Pyramid Hill,mineral deposit,VIC,Granite,144.1424,-36.0603
Steatite Location,mineral deposit,VIC,Talc,144.6924,-36.9086
Unnamed,mineral deposit,VIC,"Granite, Gravel",144.1125,-36.7772
Unnamed,mineral deposit,VIC,Granite,144.0626,-36.8082
Commissioners Flat Barite,mineral deposit,VIC,Barite,144.6976,-36.9213
ELY,OPERATING MINE,QLD,Bauxite,141.8891,-12.4586
ANDOOM BAUXITE MINE,OPERATING MINE,QLD,Bauxite,141.8323,-12.5384
Manganese Bald Hill,mineral deposit,VIC,Manganese ore,144.6923,-36.9125
Unnamed,mineral deposit,VIC,"Clay, Granite, Gravel, Sand - undifferentiated",143.5231,-37.5889
Maryknoll,mineral deposit,VIC,"Granite, Gravel",145.6504,-38.1057
Nar Nar Goon,mineral deposit,VIC,"Granite, Basalt, Unspecified/Unknown",145.54,-38.0472
Unnamed,mineral deposit,VIC,Granite,145.6628,-38.042
Labertouche,mineral deposit,VIC,"Granite, Gravel",145.8388,-38.0348
Tonimbuk,mineral deposit,VIC,"Granite, Gravel",145.7251,-38.0168
Tynong,mineral deposit,VIC,"Granite, Gravel",145.6303,-38.055
Unnamed,mineral deposit,VIC,Granite,145.6323,-38.0227
Garfield North,mineral deposit,VIC,"Granite, Gravel",145.6767,-38.0486
Unnamed,mineral deposit,VIC,Granite,144.213,-36.8935
Unnamed,mineral deposit,VIC,Granite,144.0906,-36.8675
Unnamed,mineral deposit,VIC,Granite,144.1231,-36.91
Mt. Black Granite,mineral deposit,VIC,Granite,144.9819,-36.7822
Unnamed,mineral deposit,VIC,"Clay, Granite, Gravel, Sand - undifferentiated",144.6714,-36.7779
WEIPA BAUXITE MINE,OPERATING MINE,QLD,"Bauxite, Kaolin",141.8732,-12.6666
SKARDON RIVER,OPERATING MINE,QLD,"Kaolin, Bauxite",141.9863,-11.8787
SANDCASTLE,OPERATING MINE,QLD,"Stone - building stone, Sandstone",152.1498,-27.5085
Talc Location,mineral deposit,VIC,Talc,144.7087,-36.9321
WIM 200 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.6462,-36.6679
WIM 250 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.7736,-36.5177
WIM 250 Core Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.7815,-36.4992
Pimpinio,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.1112,-36.5583
Adella,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.2018,-36.6464
Douglas - Echo,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.0427,-36.9634
Douglas - Echo East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.0583,-36.9552
Douglas - Echo North,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.0131,-36.8519
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.3032,-36.9716
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.3061,-36.9722
Hendersons Marble and Granite Pty Ltd,mineral deposit,VIC,Granite,144.3007,-36.9724
Layton Granite Industries Pty Ltd,mineral deposit,VIC,Granite,144.3038,-36.9779
Blights Quarry,mineral deposit,VIC,Granite,144.2922,-36.9772
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.286,-36.9814
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.2848,-36.9834
Giannarelli and Sons,mineral deposit,VIC,Granite,144.3021,-36.9805
Harcourt Granite Pty Ltd,mineral deposit,VIC,Granite,144.3028,-36.9878
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.2958,-36.9945
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.308,-36.9903
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.2818,-36.9982
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.2906,-36.996
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.2943,-36.9971
Abandoned Dimension Stone Quarry,mineral deposit,VIC,Granite,144.3075,-36.9979
Avon Bank,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.3092,-36.6369
WIM 100 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",141.9258,-36.9572
Douglas - Acapulco,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.6464,-36.8635
Douglas - Acapulco East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.6674,-36.8264
WIM 100 East Core Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",141.9615,-36.9398
RIVERTON QUARRY,OPERATING MINE,QLD,Limestone,151.4731,-29.0223
TESTAROSA CLAY,OPERATING MINE,QLD,"Clay - brick, Aggregate - undifferentiated",153.2674,-27.6318
PHOSPHATE HILL,OPERATING MINE,QLD,"Phosphate, Gypsum",139.9615,-21.8928
NYORA,OPERATING MINE,QLD,Kaolin,151.8478,-26.6743
TANAMERAH SANDSTONE,OPERATING MINE,QLD,"Stone - building stone, Sandstone",151.9996,-28.1631
ALIMB,OPERATING MINE,QLD,Agricultural Lime,145.7758,-19.6071
ZINABACK,OPERATING MINE,QLD,Agricultural Lime,145.7784,-19.619
BOWEN SALTWORKS,OPERATING MINE,QLD,Salt,148.2225,-20.0216
MYORA,OPERATING MINE,QLD,"Silica sand, Rutile, Industrial mineral",153.4427,-27.476
CLAYPAVE,OPERATING MINE,QLD,Clay - brick,152.8288,-27.6045
EAST END,OPERATING MINE,QLD,"Limestone, Clay",150.957,-23.8765
RHONDDA COLLIERIES,OPERATING MINE,QLD,"Clay - brick, Gravel",152.8107,-27.6437
NUMINBAH PERLITE,OPERATING MINE,QLD,Perlite,153.2458,-28.2033
EMU APPLE CREEK,OPERATING MINE,QLD,Agricultural Lime,149.0452,-22.1612
YARRAMAN,OPERATING MINE,QLD,"Industrial mineral, Zircon, Rutile, Monazite",153.4955,-27.4634
CHRISTMAS CREEK LIMESTONE,OPERATING MINE,QLD,"Limestone, Agricultural Lime, Aggregate - undifferentiated",145.3283,-19.0565
GRO-FAST,OPERATING MINE,QLD,Peat,145.5185,-17.3856
MANTUAN DOWNS,OPERATING MINE,QLD,Bentonite,147.1767,-24.349
NOBLE GARNET,OPERATING MINE,QLD,Garnet,145.104,-17.6938
YULEBA,OPERATING MINE,QLD,Silica sand,149.3545,-26.6742
FRASER COAST SAND AND GRAVEL,OPERATING MINE,QLD,Sand - undifferentiated,152.6996,-25.2785
CORALIME,OPERATING MINE,QLD,"Limestone, Marble",145.1444,-17.6456
FAIRCHANCE,OPERATING MINE,QLD,Limestone,145.4035,-16.7596
MOUNT CARBINE,OPERATING MINE,QLD,"Tungsten, Tin, Aggregate - undifferentiated, Silica",145.1318,-16.5213
MARULE LIME,OPERATING MINE,QLD,Limestone,152.0854,-25.1421
ALRUS ONE,OPERATING MINE,QLD,Opal,142.533,-27.2512
BOULDER,OPERATING MINE,QLD,Opal,142.7388,-24.7936
BLACK GATE,OPERATING MINE,QLD,Opal,144.4882,-28.0752
YOWAH OPAL FIELD,OPERATING MINE,QLD,Opal,144.6276,-27.9752
RED STAR,OPERATING MINE,QLD,Opal,145.358,-27.5879
THE GULLY,OPERATING MINE,QLD,Opal,144.6199,-27.9795
SANDY CREEK,OPERATING MINE,QLD,Opal,144.6194,-27.9788
GERMAN CHURCH ROAD QUARRY,OPERATING MINE,QLD,"Clay - brick, Aggregate - undifferentiated",153.2717,-27.6325
GURULMUNDI NORTH,OPERATING MINE,QLD,Bentonite,150.051,-26.4282
O'DEA EXTENDED,OPERATING MINE,QLD,"Limestone, Marble, Stone - building stone",152.1086,-28.3962
KOROIT OPAL FIELD,OPERATING MINE,QLD,Opal,145.3415,-27.5761
FIERY COMET,OPERATING MINE,QLD,Opal,145.4365,-27.5686
OPALTON OPAL FIELD,OPERATING MINE,QLD,Opal,142.7628,-23.2447
